customer_id,first_name,last_name,birth_date,enrollment_date,customer_segment,employer_id,email,phone,address_city,address_state
CUS000373,Sarah,Hill,1980-05-17,2021-01-03,Mass Market,EMP0306,sarah.hill@hotmail.com,001-890-976-3077,Perezville,IA
CUS000374,Maria,Thompson,1987-05-18,2024-04-19,Mass Market,EMP0120,maria.thompson@hotmail.com,001-430-852-7499x7937,Stacymouth,HI
CUS000375,Charles,Morton,1988-05-17,2024-07-29,Affluent,EMP0378,charles.morton@hotmail.com,292-465-5499x715,Johnland,AR
CUS000376,Mark,Brown,1988-05-17,2020-12-21,Mass Market,EMP0304,mark.brown@gmail.com,(345)426-6453,Port Carlos,MA
CUS000377,Robert,Kennedy,1957-05-17,2021-12-21,High Net Worth,EMP0289,robert.kennedy@yahoo.com,001-350-961-2641x27505,Port Danielle,GA
CUS000378,Sean,Smith,1989-05-17,2020-12-25,Mass Market,EMP0047,sean.smith@yahoo.com,487.402.3760,North Kristinberg,AR
CUS000379,Jennifer,Roberson,1976-05-17,2020-01-02,Mass Market,EMP0315,jennifer.roberson@gmail.com,+1-455-282-8998x981,South Mary,IL
CUS000380,Tyler,Fuller,1945-05-17,2021-10-24,Mass Market,EMP0076,tyler.fuller@hotmail.com,770-263-5068x053,Brittanyfurt,PA
CUS000381,James,Thompson,1951-05-18,2022-01-17,Ultra High Net Worth,EMP0192,james.thompson@gmail.com,708.788.3468x29849,Brianstad,VA
CUS000382,Laura,Stone,1983-05-18,2021-10-22,Mass Market,EMP0081,laura.stone@gmail.com,(792)399-6767,Port Heather,WA
CUS000383,Jonathan,Wilson,2001-05-17,2023-02-24,Affluent,EMP0476,jonathan.wilson@yahoo.com,001-700-694-8876x562,Hammondmouth,SC
CUS000384,Crystal,Hill,1984-05-17,2024-02-12,Affluent,EMP0066,crystal.hill@hotmail.com,001-336-375-0472,Jimmyland,ID
CUS000385,Christopher,Sanchez,1953-05-17,2024-04-27,Ultra High Net Worth,EMP0017,christopher.sanchez@yahoo.com,+1-613-294-9046x84497,Johnsonview,ID
CUS000386,Peggy,Watts,1950-05-18,2020-08-01,High Net Worth,EMP0073,peggy.watts@gmail.com,+1-788-429-6820x8029,Norrismouth,MI
CUS000387,Shannon,Burnett,1939-05-18,2020-12-09,Affluent,EMP0494,shannon.burnett@hotmail.com,001-351-675-3789,Justinmouth,CO
CUS000388,Jennifer,Wong,1975-05-18,2021-06-27,Mass Market,EMP0355,jennifer.wong@hotmail.com,789-584-9334,South David,CA
CUS000389,Catherine,Peck,1950-05-18,2020-04-08,Mass Market,EMP0376,catherine.peck@yahoo.com,(699)523-7360x05167,New Ivan,NE
CUS000390,Howard,Thomas,1982-05-18,2022-02-07,Mass Market,EMP0246,howard.thomas@hotmail.com,258-652-7180x59514,West Thomasport,OR
CUS000391,Adam,Eaton,1997-05-17,2020-03-09,Mass Market,EMP0164,adam.eaton@gmail.com,919.600.8726x1114,Samuelview,KY
CUS000392,Jennifer,Gonzalez,1965-05-17,2020-11-25,Affluent,EMP0281,jennifer.gonzalez@yahoo.com,519.350.4280,Mclaughlinburgh,CO
CUS000393,Sarah,Welch,1956-05-17,2022-06-02,High Net Worth,EMP0085,sarah.welch@hotmail.com,001-463-449-8997x94669,Brettville,RI
CUS000394,Heather,Harrison,1990-05-18,2021-01-24,Mass Market,EMP0284,heather.harrison@hotmail.com,001-226-956-5726x72767,North Paulahaven,WA
CUS000395,Douglas,Petersen,1978-05-18,2020-07-15,Mass Market,EMP0293,douglas.petersen@yahoo.com,+1-794-923-1394x5021,West Craighaven,OK
CUS000396,Crystal,Sanchez,2000-05-17,2020-06-28,Mass Market,EMP0339,crystal.sanchez@gmail.com,001-413-464-1651x601,Alexandraburgh,SD
CUS000397,Linda,Cain,1998-05-18,2020-12-15,Affluent,EMP0042,linda.cain@yahoo.com,8012352045,New Daisychester,NM
CUS000398,Judy,Hernandez,1986-05-18,2023-09-15,Mass Market,EMP0329,judy.hernandez@yahoo.com,835.454.2516x76051,Rebeccaport,OH
CUS000399,Jane,Parker,1990-05-18,2022-07-01,Mass Market,EMP0226,jane.parker@yahoo.com,5647341727,West James,NJ
CUS000400,Alexandra,Mckenzie,2003-05-18,2023-11-27,Affluent,EMP0044,alexandra.mckenzie@yahoo.com,842.340.8724x31295,Perezside,TX
CUS000401,Tammy,Martin,1978-05-18,2022-03-03,Affluent,EMP0215,tammy.martin@yahoo.com,776.418.2131x841,Hayleyside,OH
CUS000402,Taylor,Guerrero,1980-05-17,2020-06-10,Mass Market,EMP0438,taylor.guerrero@yahoo.com,638.629.5264x5421,Rittershire,VA
CUS000403,Jonathan,Mckenzie,2007-05-18,2024-03-30,Mass Market,EMP0486,jonathan.mckenzie@hotmail.com,(298)438-7235x53359,Davidberg,HI
CUS000404,Craig,Taylor,1989-05-17,2023-10-31,Mass Market,EMP0422,craig.taylor@yahoo.com,255.505.5922,Velazquezside,SD
CUS000405,Kimberly,Smith,1940-05-17,2024-07-11,Mass Market,EMP0199,kimberly.smith@hotmail.com,+1-990-842-7168x93969,Matthewport,OK
CUS000406,David,Holland,1978-05-18,2020-01-26,Affluent,EMP0320,david.holland@gmail.com,+1-396-730-0749,West Robertport,PA
CUS000407,Zachary,Murillo,1999-05-18,2023-03-06,Mass Market,EMP0389,zachary.murillo@hotmail.com,+1-320-565-6924,Lisaburgh,CT
CUS000408,Kimberly,French,1951-05-18,2023-01-01,High Net Worth,EMP0450,kimberly.french@hotmail.com,001-337-254-4444x58994,North Melissaton,NE
CUS000409,Maria,Davidson,1983-05-18,2022-08-26,Mass Market,EMP0142,maria.davidson@hotmail.com,983.275.0905x45670,Madisontown,MT
CUS000410,Beverly,Vance,2005-05-17,2021-11-09,Affluent,EMP0026,beverly.vance@hotmail.com,(430)944-5705,Jessicafort,WV
CUS000411,Ashley,Jones,1987-05-18,2024-06-13,Mass Market,EMP0144,ashley.jones@hotmail.com,553.347.7475x1333,Williamside,NY
CUS000412,James,Richards,1992-05-17,2024-03-03,Mass Market,EMP0423,james.richards@yahoo.com,7204600831,Williamstown,MA
CUS000413,Lisa,Schaefer,2003-05-18,2021-03-08,High Net Worth,EMP0209,lisa.schaefer@hotmail.com,+1-939-404-9536x985,Lake Gina,WV
CUS000414,James,Meza,1979-05-18,2020-11-21,Mass Market,EMP0364,james.meza@gmail.com,001-650-795-3608,Michaelfort,NC
CUS000415,Cassandra,Gray,2001-05-17,2021-02-15,Affluent,EMP0128,cassandra.gray@hotmail.com,(225)319-0308x8058,Elizabethtown,AZ
CUS000416,Anthony,Blake,1994-05-18,2024-08-13,Mass Market,EMP0204,anthony.blake@yahoo.com,641-888-4721,Williamsbury,SD
CUS000417,Stephanie,Gill,1995-05-18,2022-07-02,Mass Market,EMP0446,stephanie.gill@hotmail.com,646-996-7437x379,Heatherstad,NM
CUS000418,Michelle,Novak,1998-05-18,2021-06-13,Affluent,EMP0353,michelle.novak@gmail.com,(236)926-5070x55744,Lake Angelicaborough,CO
CUS000419,Kristen,Hood,2003-05-18,2023-03-17,Affluent,EMP0110,kristen.hood@hotmail.com,(843)718-7968x0868,South Matthew,IA
CUS000420,Cindy,Phillips,1988-05-17,2022-04-18,Mass Market,EMP0443,cindy.phillips@yahoo.com,297.652.4900,North Tyler,WY
CUS000421,Chad,Massey,1960-05-17,2023-05-16,Affluent,EMP0115,chad.massey@hotmail.com,001-352-683-8991x10329,Ethanmouth,KY
CUS000422,Tina,Lewis,1986-05-18,2022-02-10,High Net Worth,EMP0236,tina.lewis@yahoo.com,+1-865-829-7203x6871,Denisemouth,KY
CUS000423,Rachel,Cruz,1981-05-17,2020-01-16,Mass Market,EMP0340,rachel.cruz@hotmail.com,654-846-3427x8281,Jensenton,MS
CUS000424,Omar,Flores,1975-05-18,2020-08-09,Mass Market,EMP0173,omar.flores@gmail.com,730.370.8376x72480,New Gary,LA
CUS000425,Jasmine,Phillips,1967-05-18,2023-08-27,Mass Market,EMP0077,jasmine.phillips@yahoo.com,(556)324-8259x495,Port Sonyafurt,ND
CUS000426,Leslie,Smith,1974-05-18,2023-10-26,Mass Market,EMP0014,leslie.smith@yahoo.com,813-687-9252,Sherrybury,TN
CUS000427,Tiffany,Henry,1986-05-18,2024-02-17,Mass Market,EMP0363,tiffany.henry@gmail.com,8592406008,Kennethberg,OR
CUS000428,David,Reed,1952-05-17,2023-07-31,Affluent,EMP0465,david.reed@gmail.com,795-512-9211x18156,Steelefort,TX
CUS000429,Robert,Wagner,1966-05-18,2023-02-17,Mass Market,EMP0050,robert.wagner@yahoo.com,(576)261-1607,Edwardston,NM
CUS000430,Kimberly,Diaz,1945-05-17,2021-11-18,Affluent,EMP0114,kimberly.diaz@hotmail.com,+1-553-563-9840,Luketown,MN
CUS000431,Brian,Fisher,1986-05-18,2023-04-14,Mass Market,EMP0436,brian.fisher@hotmail.com,370-561-3737x7505,South Juliefort,DE
CUS000432,Jessica,Porter,1994-05-18,2021-02-02,Mass Market,EMP0445,jessica.porter@gmail.com,939-709-3507x07364,New Craig,UT
CUS000433,Amy,Rodriguez,2001-05-17,2020-11-04,Mass Market,EMP0103,amy.rodriguez@yahoo.com,831.879.1976,Sarahport,MI
CUS000434,Craig,Golden,1977-05-17,2024-01-05,Mass Market,EMP0042,craig.golden@hotmail.com,727-820-1355,Katelynchester,NY
CUS000435,Regina,Doyle,1970-05-18,2020-01-10,Mass Market,EMP0108,regina.doyle@hotmail.com,+1-534-263-4382x049,North Jasonborough,WI
CUS000436,Christopher,Hammond,1990-05-18,2024-04-12,Affluent,EMP0067,christopher.hammond@gmail.com,(962)259-9103x63144,Taraside,SC
CUS000437,Annette,Bell,1975-05-18,2022-09-04,Mass Market,EMP0020,annette.bell@gmail.com,372.535.0800x407,West Jared,OH
CUS000438,James,Hodges,1975-05-18,2022-12-23,Mass Market,EMP0347,james.hodges@hotmail.com,7498269203,Amymouth,AL
CUS000439,Andrew,Hunter,1988-05-17,2020-07-29,Mass Market,EMP0302,andrew.hunter@yahoo.com,608-806-7390x67682,East Hannah,MD
CUS000440,Stacey,Miller,1941-05-17,2022-07-22,Affluent,EMP0306,stacey.miller@gmail.com,(803)458-8283x3673,Ericshire,ND
CUS000441,Elizabeth,Gonzalez,1982-05-18,2022-09-30,Mass Market,EMP0097,elizabeth.gonzalez@hotmail.com,+1-296-672-5603x748,West Karen,HI
CUS000442,Bobby,Hamilton,1983-05-18,2020-09-25,Mass Market,EMP0012,bobby.hamilton@gmail.com,477-279-9855x0134,Veronicabury,PA
CUS000443,Eric,Ferguson,1972-05-17,2024-06-10,Mass Market,EMP0449,eric.ferguson@hotmail.com,426-725-9381x875,Richardsonland,SD
CUS000444,Megan,Clements,1978-05-18,2020-04-08,Affluent,EMP0335,megan.clements@yahoo.com,824.845.4453,Katherinemouth,AK
CUS000445,Brian,Wright,1992-05-17,2023-01-25,Mass Market,EMP0360,brian.wright@yahoo.com,982.862.1667x7547,Candicetown,GA
CUS000446,Michelle,Dudley,1975-05-18,2020-07-25,Affluent,EMP0139,michelle.dudley@gmail.com,(971)720-4269x52039,Ortegaville,SC
CUS000447,Kathleen,Williams,1991-05-18,2023-06-19,Mass Market,EMP0059,kathleen.williams@hotmail.com,+1-659-817-1302,South Tracibury,CT
CUS000448,Matthew,Blevins,1956-05-17,2024-08-29,Mass Market,EMP0104,matthew.blevins@gmail.com,668-248-6266,New Juliechester,MN
CUS000449,Mary,Allen,1996-05-17,2022-10-13,High Net Worth,EMP0353,mary.allen@gmail.com,+1-366-753-9878x925,Brettburgh,NM
CUS000450,Virginia,George,1975-05-18,2020-08-14,Affluent,EMP0343,virginia.george@hotmail.com,(374)670-1096x2442,Lake Kimberlyport,NY
CUS000451,Benjamin,Gomez,1951-05-18,2020-07-26,High Net Worth,EMP0330,benjamin.gomez@yahoo.com,640.571.4021x53068,New Laurabury,IA
CUS000452,Amy,Cohen,2000-05-17,2024-07-23,Mass Market,EMP0021,amy.cohen@hotmail.com,268.433.7413x65545,North Amyview,ME
CUS000453,Alan,Williams,2002-05-18,2024-04-01,High Net Worth,EMP0005,alan.williams@gmail.com,365.438.6551x13567,Perezberg,FL
CUS000454,Peter,Stokes,1975-05-18,2022-06-15,Ultra High Net Worth,EMP0138,peter.stokes@hotmail.com,743-765-3224x29936,Parsonstown,WA
CUS000455,Zachary,Perez,2006-05-18,2022-03-30,Ultra High Net Worth,EMP0140,zachary.perez@yahoo.com,+1-425-342-8791,Ashleymouth,MO
CUS000456,Justin,Davis,1950-05-18,2024-06-20,Mass Market,EMP0068,justin.davis@gmail.com,001-592-588-1407,Johnsonbury,VT
CUS000457,Shannon,Gross,1994-05-18,2023-04-24,Mass Market,EMP0292,shannon.gross@hotmail.com,(302)286-5609x94170,Saraville,UT
CUS000458,Elizabeth,Mcgee,1956-05-17,2023-06-06,Mass Market,EMP0351,elizabeth.mcgee@gmail.com,661-860-2441x27723,Elizabethside,WA
CUS000459,Crystal,Burke,1960-05-17,2022-06-21,Mass Market,EMP0134,crystal.burke@hotmail.com,6003623210,South Lisaborough,TN
CUS000460,Samuel,Parsons,1943-05-18,2023-10-03,High Net Worth,EMP0266,samuel.parsons@hotmail.com,406.336.6144x96452,Port Heatherfurt,ND
CUS000461,Ana,Bauer,1972-05-17,2021-05-24,Mass Market,EMP0340,ana.bauer@yahoo.com,453.350.6021x2106,Lake Charles,UT
CUS000462,Daniel,Roman,1997-05-17,2020-11-17,Mass Market,EMP0241,daniel.roman@hotmail.com,759-890-7206x242,North Laurieshire,NY
CUS000463,Jason,Smith,1993-05-17,2021-11-08,Ultra High Net Worth,EMP0026,jason.smith@yahoo.com,(808)352-6380,West Marcia,NC
CUS000464,Teresa,Boyd,1978-05-18,2021-04-26,Mass Market,EMP0228,teresa.boyd@yahoo.com,261.255.2791x97279,Lisaburgh,OR
CUS000465,Micheal,Bray,1993-05-17,2022-10-15,Affluent,EMP0010,micheal.bray@yahoo.com,(830)374-4807,Mccormickburgh,CT
CUS000466,Devin,Castillo,1974-05-18,2024-06-09,Affluent,EMP0317,devin.castillo@hotmail.com,958.687.0755x3708,Mcphersonport,SD
CUS000467,Elizabeth,Jenkins,1958-05-18,2022-07-23,Ultra High Net Worth,EMP0187,elizabeth.jenkins@gmail.com,+1-845-947-0394,Fitzgeraldview,AR
CUS000468,Thomas,Martinez,1965-05-17,2022-01-14,Affluent,EMP0059,thomas.martinez@gmail.com,515-973-3478,New Mitchellberg,CT
CUS000469,Danielle,Smith,1988-05-17,2023-07-21,Ultra High Net Worth,EMP0150,danielle.smith@yahoo.com,001-322-919-2618x7397,Gregorystad,OK
CUS000470,Amy,Kaufman,1999-05-18,2020-12-02,Mass Market,EMP0421,amy.kaufman@gmail.com,(509)798-7054x55724,Stewartmouth,VA
CUS000471,Phillip,Vasquez,1972-05-17,2021-01-19,Mass Market,EMP0437,phillip.vasquez@hotmail.com,6958773891,Mccannstad,MT
CUS000472,Stacy,Martin,1950-05-18,2020-08-08,Affluent,EMP0024,stacy.martin@yahoo.com,(352)767-3303,Jacobhaven,SD
CUS000473,Tara,Beltran,1977-05-17,2023-04-21,Ultra High Net Worth,EMP0069,tara.beltran@gmail.com,763-474-7307,Hendersonshire,NY
CUS000474,Eric,Stanton,1979-05-18,2022-06-05,Affluent,EMP0248,eric.stanton@hotmail.com,+1-613-802-1511x5330,Millershire,NC
CUS000475,Kristi,Lamb,1953-05-17,2020-09-19,Mass Market,EMP0337,kristi.lamb@hotmail.com,982.582.1909x97419,North Eugene,RI
CUS000476,Megan,Thomas,1985-05-17,2023-06-01,High Net Worth,EMP0391,megan.thomas@yahoo.com,+1-691-487-7681x737,South Brianna,KS
CUS000477,Ryan,Rubio,1983-05-18,2020-09-30,Mass Market,EMP0309,ryan.rubio@gmail.com,001-952-256-6623x4245,Lynchborough,VT
CUS000478,Richard,Rice,1966-05-18,2023-02-07,Affluent,EMP0103,richard.rice@yahoo.com,571.467.6563,Lake Billymouth,IN
CUS000479,Maureen,Gonzalez,1939-05-18,2020-09-28,Ultra High Net Worth,EMP0333,maureen.gonzalez@hotmail.com,(453)877-0786x4740,Patriciashire,ID
CUS000480,Joshua,Hunt,1953-05-17,2024-04-07,Mass Market,EMP0246,joshua.hunt@yahoo.com,386-431-7176x9760,New Sandraport,PA
CUS000481,Aaron,Collier,1954-05-18,2022-05-15,Affluent,EMP0268,aaron.collier@gmail.com,755-652-0084x3361,Port Rodney,CT
CUS000482,Christopher,Patterson,1971-05-18,2021-02-13,Mass Market,EMP0403,christopher.patterson@yahoo.com,+1-284-357-1941x451,Knoxburgh,HI
CUS000483,Kelly,Lee,1971-05-18,2021-08-27,Mass Market,EMP0278,kelly.lee@yahoo.com,838.899.5675,Wilsonfort,AZ
CUS000484,Cindy,Brown,1972-05-17,2023-02-23,Mass Market,EMP0262,cindy.brown@gmail.com,(937)569-5202x004,Tuckermouth,VT
CUS000485,Christopher,Lopez,1994-05-18,2024-06-02,Ultra High Net Worth,EMP0161,christopher.lopez@yahoo.com,+1-610-757-1887x620,Davisbury,OK
CUS000486,Michael,Zamora,1995-05-18,2024-05-18,High Net Worth,EMP0227,michael.zamora@yahoo.com,805-316-0116,West Walterborough,IA
CUS000487,James,Myers,1964-05-17,2021-01-31,Mass Market,EMP0091,james.myers@hotmail.com,756.978.7965,Lake Karenland,UT
CUS000488,Nathaniel,Perry,1990-05-18,2022-05-27,Mass Market,EMP0136,nathaniel.perry@gmail.com,+1-675-253-8072x5555,Lake William,FL
CUS000489,Thomas,Walters,1977-05-17,2023-12-24,High Net Worth,EMP0021,thomas.walters@yahoo.com,001-223-848-1968x83782,North Theresaview,GA
CUS000490,Gabriel,Conrad,1976-05-17,2023-03-18,Mass Market,EMP0038,gabriel.conrad@yahoo.com,497.256.4319,South Danielberg,VA
CUS000491,Kendra,Diaz,1979-05-18,2024-05-29,Mass Market,EMP0213,kendra.diaz@yahoo.com,(277)640-9418x71795,Lake Jeffreyfurt,OH
CUS000492,John,Turner,1983-05-18,2021-03-12,Affluent,EMP0170,john.turner@gmail.com,001-969-974-4897x88904,Penaport,MS
CUS000493,Sarah,Duke,1935-05-18,2024-08-13,Affluent,EMP0333,sarah.duke@gmail.com,(575)552-6662x90570,South Gary,AL
CUS000494,Thomas,Smith,1943-05-18,2023-06-10,High Net Worth,EMP0125,thomas.smith@yahoo.com,+1-599-644-9549,West Heidi,AZ
CUS000495,Amy,Garcia,1985-05-17,2023-01-11,Affluent,EMP0013,amy.garcia@gmail.com,854.986.3421x05830,Port Angelaview,ND
CUS000496,Gregory,Meyers,1984-05-17,2021-08-30,High Net Worth,EMP0099,gregory.meyers@hotmail.com,732-640-1213,Christopherberg,MA
CUS000497,Andrea,Burnett,1945-05-17,2024-05-02,Mass Market,EMP0004,andrea.burnett@yahoo.com,+1-999-859-9607x9106,Robertmouth,SD
CUS000498,Jason,Jacobs,1954-05-18,2022-05-18,Affluent,EMP0106,jason.jacobs@hotmail.com,8733086692,Port Steven,OH
CUS000499,Chad,Lee,1955-05-18,2020-11-10,Mass Market,EMP0368,chad.lee@gmail.com,3077283928,Jasonhaven,MI
CUS000500,Beth,Shelton,2007-05-18,2021-05-30,Mass Market,EMP0295,beth.shelton@gmail.com,403.624.4967,Port Michaelland,IA
CUS000501,Nicholas,Hernandez,1963-05-18,2022-06-05,Mass Market,EMP0200,nicholas.hernandez@yahoo.com,(393)679-3504,Lake Melissa,UT
CUS000502,Nicole,Daniels,1975-05-18,2023-04-14,Mass Market,EMP0435,nicole.daniels@gmail.com,+1-979-941-0843,Hansonhaven,CA
CUS000503,Hannah,Paul,1972-05-17,2021-09-09,Affluent,EMP0145,hannah.paul@yahoo.com,233-919-1512x841,Stephenborough,WI
CUS000504,Patrick,Lee,1983-05-18,2022-12-28,Mass Market,EMP0383,patrick.lee@yahoo.com,+1-700-553-7776,New Karenborough,MT
CUS000505,Jason,Holloway,1978-05-18,2024-06-16,High Net Worth,EMP0332,jason.holloway@hotmail.com,265.696.0565,Michellemouth,MS
CUS000506,Nicole,Gonzales,2007-05-18,2020-01-11,Mass Market,EMP0202,nicole.gonzales@hotmail.com,218.768.5584x0021,Victoriahaven,OH
CUS000507,John,Schmidt,1966-05-18,2024-01-26,Mass Market,EMP0212,john.schmidt@gmail.com,+1-524-305-0385x10107,Tranberg,TN
CUS000508,Robert,Walker,1991-05-18,2021-06-01,Mass Market,EMP0093,robert.walker@gmail.com,001-405-531-3571,Reedport,TX
CUS000509,Michael,Cannon,1974-05-18,2020-05-29,Mass Market,EMP0035,michael.cannon@yahoo.com,(274)340-6314,New Ashleyshire,KY
CUS000510,John,Anderson,1935-05-18,2022-01-01,Mass Market,EMP0336,john.anderson@gmail.com,727.712.1535,Fergusonmouth,KS
CUS000511,Robert,Boyle,1948-05-17,2021-10-12,Mass Market,EMP0169,robert.boyle@gmail.com,931-816-2782,Lake Micheleville,SC
CUS000512,Laurie,Brown,1986-05-18,2022-01-16,Affluent,EMP0491,laurie.brown@hotmail.com,459-887-6312x1286,Rogerfort,NV
CUS000513,Debbie,Sutton,1965-05-17,2023-12-29,Affluent,EMP0224,debbie.sutton@hotmail.com,887-709-9744x544,West Tina,LA
CUS000514,Samantha,Turner,1954-05-18,2022-08-05,Mass Market,EMP0397,samantha.turner@hotmail.com,001-712-557-9000x51604,New Kylefort,MD
CUS000515,Amanda,Padilla,1972-05-17,2020-06-16,Affluent,EMP0440,amanda.padilla@gmail.com,938-766-4775x563,South Tiffanyport,FL
CUS000516,Andre,Sparks,1967-05-18,2020-02-08,Affluent,EMP0324,andre.sparks@gmail.com,(643)647-7543x2539,North Eric,AK
CUS000517,Richard,Nguyen,1944-05-17,2023-02-03,Mass Market,EMP0458,richard.nguyen@yahoo.com,302-585-4600,Benjaminstad,OH
CUS000518,John,Henderson,1975-05-18,2021-04-02,High Net Worth,EMP0302,john.henderson@yahoo.com,903-235-5304x24063,North Austin,WA
CUS000519,Karen,Montoya,1991-05-18,2022-10-25,Mass Market,EMP0123,karen.montoya@yahoo.com,(291)566-8555,Lake Nataliechester,SC
CUS000520,Angela,Smith,1990-05-18,2021-01-01,Mass Market,EMP0290,angela.smith@hotmail.com,(362)291-6640x4490,New Elizabethmouth,TX
CUS000521,Terri,Johnson,1980-05-17,2022-09-25,Mass Market,EMP0136,terri.johnson@yahoo.com,001-668-666-0649x30567,South Jason,MS
CUS000522,Nancy,Nelson,1994-05-18,2024-06-08,Mass Market,EMP0241,nancy.nelson@yahoo.com,+1-769-924-1952x48606,North Ashleyton,NJ
CUS000523,Dalton,Cox,2007-05-18,2022-12-03,Affluent,EMP0141,dalton.cox@yahoo.com,907-965-2925x424,East Kimberly,WV
CUS000524,Wendy,Weeks,1977-05-17,2022-02-14,Mass Market,EMP0335,wendy.weeks@hotmail.com,501-671-4992x32560,South Edwin,CA
CUS000525,Laura,Nguyen,1987-05-18,2021-12-23,Affluent,EMP0177,laura.nguyen@yahoo.com,(407)403-5604,Gordonberg,NY
CUS000526,Steven,Hodges,1980-05-17,2020-10-11,Mass Market,EMP0118,steven.hodges@gmail.com,+1-860-599-9886x0720,Lake Craig,CA
CUS000527,Michael,Hughes,1999-05-18,2020-11-18,Mass Market,EMP0368,michael.hughes@hotmail.com,222.653.3351x87795,Grayton,DE
CUS000528,Randy,Woods,1962-05-18,2022-09-13,Affluent,EMP0246,randy.woods@gmail.com,(430)674-6321x580,Millerside,IN
CUS000529,Johnny,Brown,1998-05-18,2020-03-29,Mass Market,EMP0304,johnny.brown@gmail.com,001-446-628-4186x08900,Port Meghan,HI
CUS000530,Deborah,Richardson,1959-05-18,2020-10-27,Mass Market,EMP0133,deborah.richardson@gmail.com,546-421-0844,Claudiaborough,ID
CUS000531,Natalie,Adams,1956-05-17,2024-01-30,Affluent,EMP0146,natalie.adams@yahoo.com,351-998-8446,South Susan,CO
CUS000532,William,Pugh,1956-05-17,2020-12-15,Mass Market,EMP0211,william.pugh@hotmail.com,657.348.9229x94691,Kellyland,RI
CUS000533,Kelly,Davis,1951-05-18,2022-11-12,Mass Market,EMP0371,kelly.davis@hotmail.com,+1-448-895-1475x1390,Katrinachester,UT
CUS000534,Jacob,Camacho,1981-05-17,2022-02-28,Mass Market,EMP0009,jacob.camacho@gmail.com,241.387.7732,Port Mariachester,IL
CUS000535,Angela,Lee,1954-05-18,2023-05-25,Mass Market,EMP0244,angela.lee@gmail.com,+1-720-610-9880x639,North Matthewshire,SC
CUS000536,Misty,Davis,1998-05-18,2023-09-12,Mass Market,EMP0309,misty.davis@gmail.com,373.827.5946x1711,South Jessicamouth,OH
CUS000537,Tamara,Lozano,1975-05-18,2020-03-29,Affluent,EMP0220,tamara.lozano@yahoo.com,001-309-910-6154x2018,Lake Jacqueline,IA
CUS000538,Emily,Wagner,1980-05-17,2024-07-05,Affluent,EMP0390,emily.wagner@gmail.com,001-721-645-1972x496,East Samantha,VT
CUS000539,Douglas,Evans,1992-05-17,2024-04-17,Mass Market,EMP0440,douglas.evans@gmail.com,(814)436-4932,Woodburgh,CO
CUS000540,Crystal,Meadows,1976-05-17,2020-01-12,Affluent,EMP0405,crystal.meadows@gmail.com,671-639-6071x13259,Lake Matthewstad,AL
CUS000541,James,Velez,1979-05-18,2021-02-24,Affluent,EMP0162,james.velez@hotmail.com,820.996.4721x09448,Larrychester,NE
CUS000542,Larry,Williams,1971-05-18,2021-06-03,Mass Market,EMP0275,larry.williams@gmail.com,+1-474-756-5437x622,Lisafort,NV
CUS000543,Barbara,Dodson,1942-05-18,2022-03-24,Affluent,EMP0212,barbara.dodson@gmail.com,001-659-662-0398x8132,East Roberto,OK
CUS000544,Natalie,Russell,1978-05-18,2023-02-10,Mass Market,EMP0158,natalie.russell@hotmail.com,6592085305,West Steven,OR
CUS000545,Tara,Fields,1952-05-17,2023-09-12,Mass Market,EMP0118,tara.fields@hotmail.com,421.855.0626,Port Davidchester,NH
CUS000546,Julie,Washington,1990-05-18,2024-05-28,Mass Market,EMP0282,julie.washington@yahoo.com,001-788-244-8318x249,North Abigailport,SC
CUS000547,Dana,Bailey,1938-05-18,2020-01-11,Affluent,EMP0422,dana.bailey@gmail.com,327.969.0660x59576,Shelbyberg,GA
CUS000548,Suzanne,Sullivan,2000-05-17,2021-03-30,Mass Market,EMP0312,suzanne.sullivan@yahoo.com,910.418.0554,Port Nicholasmouth,AZ
CUS000549,Katherine,Schultz,1963-05-18,2023-05-08,Mass Market,EMP0397,katherine.schultz@yahoo.com,001-339-598-1709x584,New Raymouth,ID
CUS000550,Anthony,Weaver,1980-05-17,2023-09-07,High Net Worth,EMP0266,anthony.weaver@yahoo.com,001-993-575-8619,Cartertown,ME
CUS000551,Daniel,Crane,1950-05-18,2023-10-12,Mass Market,EMP0123,daniel.crane@gmail.com,897-580-4498,Williamsside,TN
CUS000552,Kevin,West,1973-05-17,2021-12-24,Affluent,EMP0208,kevin.west@hotmail.com,+1-208-334-7245x779,East Alexis,PA
CUS000553,Lisa,Rodgers,1948-05-17,2023-01-30,Mass Market,EMP0425,lisa.rodgers@gmail.com,(993)426-7609,Wilsonbury,OK
CUS000554,Rachel,Elliott,1984-05-17,2021-02-02,Mass Market,EMP0207,rachel.elliott@gmail.com,+1-618-414-9624,Ashleybury,OR
CUS000555,Devon,Chapman,1987-05-18,2023-02-18,Mass Market,EMP0151,devon.chapman@hotmail.com,+1-436-479-6769x66760,East Jacquelineview,MI
CUS000556,James,York,1967-05-18,2022-02-11,Mass Market,EMP0395,james.york@gmail.com,781-338-1567x697,New Robert,KS
CUS000557,Marisa,Hayes,1951-05-18,2023-04-16,High Net Worth,EMP0247,marisa.hayes@hotmail.com,701-784-8029x1883,Joshuaburgh,DE
